temp_k_4,temp_k_3,temp_k_2,temp_k_1,temp_k,cons_k_5,cons_k_4,cons_k_3,cons_k_2,cons_k_1,holiday,cons_k
4.883648704,5.084855417,4.403415509,4.574333545,4.048101126,474.7,494.3,477.5,469.4,438.7,0,438.9
4.351257254,4.883648704,5.084855417,4.403415509,4.574333545,475.5,474.7,494.3,477.5,469.4,1,438.7
4.560066206,4.351257254,4.883648704,5.084855417,4.403415509,445.8,475.5,474.7,494.3,477.5,1,469.4
5.631345045,4.560066206,4.351257254,4.883648704,5.084855417,465.7,445.8,475.5,474.7,494.3,0,477.5
4.534012659,5.631345045,4.560066206,4.351257254,4.883648704,462.2,465.7,445.8,475.5,474.7,0,494.3
4.621053737,4.534012659,5.631345045,4.560066206,4.351257254,477.7,462.2,465.7,445.8,475.5,0,474.7
4.409448228,4.621053737,4.534012659,5.631345045,4.560066206,477.2,477.7,462.2,465.7,445.8,0,475.5
4.967073533,4.409448228,4.621053737,4.534012659,5.631345045,472.6,477.2,477.7,462.2,465.7,0,445.8
4.94134128,4.967073533,4.409448228,4.621053737,4.534012659,469.4,472.6,477.2,477.7,462.2,1,465.7
5.632686952,4.94134128,4.967073533,4.409448228,4.621053737,460.1,469.4,472.6,477.2,477.7,1,462.2
5.258616096,5.632686952,4.94134128,4.967073533,4.409448228,464.8,460.1,469.4,472.6,477.2,0,477.7
5.141592483,5.258616096,5.632686952,4.94134128,4.967073533,475.7,464.8,460.1,469.4,472.6,0,477.2
5.05959858,5.141592483,5.258616096,5.632686952,4.94134128,466.3,475.7,464.8,460.1,469.4,0,472.6
4.842281047,5.05959858,5.141592483,5.258616096,5.632686952,457,466.3,475.7,464.8,460.1,1,469.4
4.728564082,4.842281047,5.05959858,5.141592483,5.258616096,475.1,457,466.3,475.7,464.8,0,460.1
7.905070811,4.728564082,4.842281047,5.05959858,5.141592483,449.9,475.1,457,466.3,475.7,1,464.8
8.810263943,7.905070811,4.728564082,4.842281047,5.05959858,440.8,449.9,475.1,457,466.3,1,475.7
6.820883146,8.810263943,7.905070811,4.728564082,4.842281047,439.2,440.8,449.9,475.1,457,0,466.3
3.074404799,6.820883146,8.810263943,7.905070811,4.728564082,479,439.2,440.8,449.9,475.1,0,457
2.88341197,3.074404799,6.820883146,8.810263943,7.905070811,478.8,479,439.2,440.8,449.9,0,475.1
5.955532732,2.88341197,3.074404799,6.820883146,8.810263943,478.3,478.8,479,439.2,440.8,0,449.9
8.235663923,5.955532732,2.88341197,3.074404799,6.820883146,459.2,478.3,478.8,479,439.2,0,440.8
8.943539435,8.235663923,5.955532732,2.88341197,3.074404799,445.2,459.2,478.3,478.8,479,1,439.2
9.28110691,8.943539435,8.235663923,5.955532732,2.88341197,406,445.2,459.2,478.3,478.8,1,479
9.34247949,9.28110691,8.943539435,8.235663923,5.955532732,412.9,406,445.2,459.2,478.3,0,478.8
6.987417692,9.34247949,9.28110691,8.943539435,8.235663923,418.8,412.9,406,445.2,459.2,0,478.3
5.54168731,6.987417692,9.34247949,9.28110691,8.943539435,442.2,418.8,412.9,406,445.2,0,459.2
6.897255411,5.54168731,6.987417692,9.34247949,9.28110691,442.7,442.2,418.8,412.9,406,0,445.2
7.860824611,6.897255411,5.54168731,6.987417692,9.34247949,432.7,442.7,442.2,418.8,412.9,0,406
9.132928057,7.860824611,6.897255411,5.54168731,6.987417692,426.5,432.7,442.7,442.2,418.8,1,412.9
8.678101916,9.132928057,7.860824611,6.897255411,5.54168731,403.2,426.5,432.7,442.7,442.2,1,418.8
7.716364689,8.678101916,9.132928057,7.860824611,6.897255411,411,403.2,426.5,432.7,442.7,0,442.2
7.370153528,7.716364689,8.678101916,9.132928057,7.860824611,417.6,411,403.2,426.5,432.7,0,442.7
8.233269654,7.370153528,7.716364689,8.678101916,9.132928057,416.3,417.6,411,403.2,426.5,0,432.7
10.27092788,8.233269654,7.370153528,7.716364689,8.678101916,404.1,416.3,417.6,411,403.2,0,426.5
11.38490665,10.27092788,8.233269654,7.370153528,7.716364689,388.3,404.1,416.3,417.6,411,0,403.2
9.148786649,11.38490665,10.27092788,8.233269654,7.370153528,387.1,388.3,404.1,416.3,417.6,1,411
9.356999676,9.148786649,11.38490665,10.27092788,8.233269654,374.6,387.1,388.3,404.1,416.3,1,417.6
8.947173982,9.356999676,9.148786649,11.38490665,10.27092788,390.4,374.6,387.1,388.3,404.1,0,416.3
10.73145164,8.947173982,9.356999676,9.148786649,11.38490665,395.3,390.4,374.6,387.1,388.3,0,404.1
8.400328858,10.73145164,8.947173982,9.356999676,9.148786649,409.3,395.3,390.4,374.6,387.1,0,388.3
4.687139803,8.400328858,10.73145164,8.947173982,9.356999676,433.5,409.3,395.3,390.4,374.6,0,387.1
1.901789648,4.687139803,8.400328858,10.73145164,8.947173982,470.7,433.5,409.3,395.3,390.4,0,374.6
0.076861004,1.901789648,4.687139803,8.400328858,10.73145164,490.2,470.7,433.5,409.3,395.3,1,390.4
0.483863374,0.076861004,1.901789648,4.687139803,8.400328858,487.6,490.2,470.7,433.5,409.3,1,395.3
2.831738543,0.483863374,0.076861004,1.901789648,4.687139803,494.8,487.6,490.2,470.7,433.5,0,409.3
4.636453338,2.831738543,0.483863374,0.076861004,1.901789648,481.5,494.8,487.6,490.2,470.7,0,433.5
5.593586333,4.636453338,2.831738543,0.483863374,0.076861004,477.3,481.5,494.8,487.6,490.2,0,470.7
6.714203479,5.593586333,4.636453338,2.831738543,0.483863374,460.9,477.3,481.5,494.8,487.6,0,490.2
6.716241781,6.714203479,5.593586333,4.636453338,2.831738543,450.1,460.9,477.3,481.5,494.8,0,487.6
6.833052056,6.716241781,6.714203479,5.593586333,4.636453338,453.8,450.1,460.9,477.3,481.5,1,494.8
8.795257533,6.833052056,6.716241781,6.714203479,5.593586333,419.5,453.8,450.1,460.9,477.3,1,481.5
10.61140163,8.795257533,6.833052056,6.716241781,6.714203479,406.7,419.5,453.8,450.1,460.9,0,477.3
10.62222142,10.61140163,8.795257533,6.833052056,6.716241781,400.1,406.7,419.5,453.8,450.1,0,460.9
6.12262727,10.62222142,10.61140163,8.795257533,6.833052056,434,400.1,406.7,419.5,453.8,0,450.1
2.504164602,6.12262727,10.62222142,10.61140163,8.795257533,469.6,434,400.1,406.7,419.5,0,453.8
1.942576061,2.504164602,6.12262727,10.62222142,10.61140163,489.2,469.6,434,400.1,406.7,0,419.5
2.53900309,1.942576061,2.504164602,6.12262727,10.62222142,468.2,489.2,469.6,434,400.1,1,406.7
4.196057368,2.53900309,1.942576061,2.504164602,6.12262727,459.6,468.2,489.2,469.6,434,1,400.1
5.947032789,4.196057368,2.53900309,1.942576061,2.504164602,458.2,459.6,468.2,489.2,469.6,0,434
7.348892249,5.947032789,4.196057368,2.53900309,1.942576061,447.4,458.2,459.6,468.2,489.2,0,469.6
9.411944128,7.348892249,5.947032789,4.196057368,2.53900309,429.6,447.4,458.2,459.6,468.2,0,489.2
10.28665317,9.411944128,7.348892249,5.947032789,4.196057368,404.6,429.6,447.4,458.2,459.6,0,468.2
9.926521974,10.28665317,9.411944128,7.348892249,5.947032789,395.6,404.6,429.6,447.4,458.2,0,459.6
9.966787676,9.926521974,10.28665317,9.411944128,7.348892249,394,395.6,404.6,429.6,447.4,1,458.2
9.994557367,9.966787676,9.926521974,10.28665317,9.411944128,373,394,395.6,404.6,429.6,1,447.4
11.60598238,9.994557367,9.966787676,9.926521974,10.28665317,372.8,373,394,395.6,404.6,0,429.6
12.79976503,11.60598238,9.994557367,9.966787676,9.926521974,358.3,372.8,373,394,395.6,0,404.6
14.07805634,12.79976503,11.60598238,9.994557367,9.966787676,351.3,358.3,372.8,373,394,0,395.6
15.03876923,14.07805634,12.79976503,11.60598238,9.994557367,343,351.3,358.3,372.8,373,0,394
13.44317269,15.03876923,14.07805634,12.79976503,11.60598238,344,343,351.3,358.3,372.8,0,373
12.8768913,13.44317269,15.03876923,14.07805634,12.79976503,331.7,344,343,351.3,358.3,1,372.8
13.18322332,12.8768913,13.44317269,15.03876923,14.07805634,310.2,331.7,344,343,351.3,1,358.3
13.88308864,13.18322332,12.8768913,13.44317269,15.03876923,312,310.2,331.7,344,343,0,351.3
13.81853058,13.88308864,13.18322332,12.8768913,13.44317269,303.2,312,310.2,331.7,344,0,343
11.87145887,13.81853058,13.88308864,13.18322332,12.8768913,321,303.2,312,310.2,331.7,0,344
11.19908978,11.87145887,13.81853058,13.88308864,13.18322332,338,321,303.2,312,310.2,0,331.7
11.33307142,11.19908978,11.87145887,13.81853058,13.88308864,339.3,338,321,303.2,312,0,310.2
12.12965402,11.33307142,11.19908978,11.87145887,13.81853058,330.9,339.3,338,321,303.2,1,312
14.29734835,12.12965402,11.33307142,11.19908978,11.87145887,318,330.9,339.3,338,321,1,303.2
16.79213938,14.29734835,12.12965402,11.33307142,11.19908978,288.7,318,330.9,339.3,338,0,321
15.24360869,16.79213938,14.29734835,12.12965402,11.33307142,279.6,288.7,318,330.9,339.3,0,338
13.22048074,15.24360869,16.79213938,14.29734835,12.12965402,297.7,279.6,288.7,318,330.9,0,339.3
12.03420672,13.22048074,15.24360869,16.79213938,14.29734835,303.1,297.7,279.6,288.7,318,0,330.9
13.06527456,12.03420672,13.22048074,15.24360869,16.79213938,297.3,303.1,297.7,279.6,288.7,0,318
13.84796417,13.06527456,12.03420672,13.22048074,15.24360869,304.6,297.3,303.1,297.7,279.6,1,288.7
13.91088829,13.84796417,13.06527456,12.03420672,13.22048074,281.4,304.6,297.3,303.1,297.7,1,279.6
13.83768791,13.91088829,13.84796417,13.06527456,12.03420672,301.1,281.4,304.6,297.3,303.1,0,297.7
12.89972534,13.83768791,13.91088829,13.84796417,13.06527456,296.1,301.1,281.4,304.6,297.3,1,303.1
12.81988909,12.89972534,13.83768791,13.91088829,13.84796417,297,296.1,301.1,281.4,304.6,0,297.3
13.69053654,12.81988909,12.89972534,13.83768791,13.91088829,299.1,297,296.1,301.1,281.4,0,304.6
10.64452125,13.69053654,12.81988909,12.89972534,13.83768791,319.6,299.1,297,296.1,301.1,0,281.4
8.139911731,10.64452125,13.69053654,12.81988909,12.89972534,339.6,319.6,299.1,297,296.1,1,301.1
8.146782689,8.139911731,10.64452125,13.69053654,12.81988909,354.4,339.6,319.6,299.1,297,1,296.1
9.828238112,8.146782689,8.139911731,10.64452125,13.69053654,339.8,354.4,339.6,319.6,299.1,1,297
12.31074073,9.828238112,8.146782689,8.139911731,10.64452125,311,339.8,354.4,339.6,319.6,1,299.1
3.225981067,12.31074073,9.828238112,8.146782689,8.139911731,286.9,311,339.8,354.4,339.6,1,319.6
11.22179187,3.225981067,12.31074073,9.828238112,8.146782689,266.9,286.9,311,339.8,354.4,1,339.6
10.93262351,11.22179187,3.225981067,12.31074073,9.828238112,295.5,266.9,286.9,311,339.8,1,354.4
12.90266396,10.93262351,11.22179187,3.225981067,12.31074073,285.8,295.5,266.9,286.9,311,1,339.8
15.63530456,12.90266396,10.93262351,11.22179187,3.225981067,268.6,285.8,295.5,266.9,286.9,1,311
16.06579578,15.63530456,12.90266396,10.93262351,11.22179187,242.7,268.6,285.8,295.5,266.9,0,286.9
14.64370269,16.06579578,15.63530456,12.90266396,10.93262351,251.1,242.7,268.6,285.8,295.5,0,266.9
14.73591163,14.64370269,16.06579578,15.63530456,12.90266396,259.6,251.1,242.7,268.6,285.8,0,295.5
15.78809623,14.73591163,14.64370269,16.06579578,15.63530456,257.5,259.6,251.1,242.7,268.6,0,285.8
13.05423418,15.78809623,14.73591163,14.64370269,16.06579578,262.6,257.5,259.6,251.1,242.7,0,268.6
11.76875643,13.05423418,15.78809623,14.73591163,14.64370269,269.2,262.6,257.5,259.6,251.1,1,242.7
9.360553568,11.76875643,13.05423418,15.78809623,14.73591163,281.7,269.2,262.6,257.5,259.6,1,251.1
9.414510661,9.360553568,11.76875643,13.05423418,15.78809623,324.8,281.7,269.2,262.6,257.5,0,259.6
11.78981533,9.414510661,9.360553568,11.76875643,13.05423418,308.3,324.8,281.7,269.2,262.6,0,257.5
12.45958294,11.78981533,9.414510661,9.360553568,11.76875643,315.6,308.3,324.8,281.7,269.2,0,262.6
13.46451418,12.45958294,11.78981533,9.414510661,9.360553568,304.7,315.6,308.3,324.8,281.7,0,269.2
15.49151156,13.46451418,12.45958294,11.78981533,9.414510661,285,304.7,315.6,308.3,324.8,0,281.7
16.06287048,15.49151156,13.46451418,12.45958294,11.78981533,270.6,285,304.7,315.6,308.3,1,324.8
16.38417056,16.06287048,15.49151156,13.46451418,12.45958294,251.9,270.6,285,304.7,315.6,1,308.3
15.57882628,16.38417056,16.06287048,15.49151156,13.46451418,241.8,251.9,270.6,285,304.7,0,315.6
16.25134977,15.57882628,16.38417056,16.06287048,15.49151156,246.2,241.8,251.9,270.6,285,0,304.7
16.40137771,16.25134977,15.57882628,16.38417056,16.06287048,230.3,246.2,241.8,251.9,270.6,0,285
16.41623927,16.40137771,16.25134977,15.57882628,16.38417056,243.1,230.3,246.2,241.8,251.9,0,270.6
15.97876849,16.41623927,16.40137771,16.25134977,15.57882628,244.7,243.1,230.3,246.2,241.8,0,251.9
16.64763058,15.97876849,16.41623927,16.40137771,16.25134977,244.6,244.7,243.1,230.3,246.2,1,241.8
15.31946375,16.64763058,15.97876849,16.41623927,16.40137771,234.1,244.6,244.7,243.1,230.3,1,246.2
15.93915028,15.31946375,16.64763058,15.97876849,16.41623927,248.4,234.1,244.6,244.7,243.1,0,230.3
14.92106181,15.93915028,15.31946375,16.64763058,15.97876849,253.1,248.4,234.1,244.6,244.7,0,243.1
14.33499147,14.92106181,15.93915028,15.31946375,16.64763058,244.2,253.1,248.4,234.1,244.6,0,244.7
14.48396259,14.33499147,14.92106181,15.93915028,15.31946375,254.2,244.2,253.1,248.4,234.1,0,244.6
15.98061509,14.48396259,14.33499147,14.92106181,15.93915028,227,254.2,244.2,253.1,248.4,0,234.1
18.3989908,15.98061509,14.48396259,14.33499147,14.92106181,218.4,227,254.2,244.2,253.1,1,248.4
18.97916775,18.3989908,15.98061509,14.48396259,14.33499147,195,218.4,227,254.2,244.2,1,253.1
17.54587136,18.97916775,18.3989908,15.98061509,14.48396259,197.6,195,218.4,227,254.2,0,244.2
19.56927087,17.54587136,18.97916775,18.3989908,15.98061509,205.4,197.6,195,218.4,227,0,254.2
20.86259591,19.56927087,17.54587136,18.97916775,18.3989908,183.9,205.4,197.6,195,218.4,0,227
23.46669315,20.86259591,19.56927087,17.54587136,18.97916775,169.1,183.9,205.4,197.6,195,0,218.4
23.51195008,23.46669315,20.86259591,19.56927087,17.54587136,161.2,169.1,183.9,205.4,197.6,0,195
22.98757335,23.51195008,23.46669315,20.86259591,19.56927087,161.5,161.2,169.1,183.9,205.4,1,197.6
22.56571687,22.98757335,23.51195008,23.46669315,20.86259591,155.9,161.5,161.2,169.1,183.9,1,205.4
21.363317,24.2121212,23.95301788,23.06530945,22.62561238,148.5,151.7,138.2,149.2,150.1,1,152.1
19.00305123,21.363317,24.2121212,23.95301788,23.06530945,159.7,148.5,151.7,138.2,149.2,1,150.1
18.08363531,19.00305123,21.363317,24.2121212,23.95301788,164.5,159.7,148.5,151.7,138.2,0,149.2
17.51454656,18.08363531,19.00305123,21.363317,24.2121212,165.1,164.5,159.7,148.5,151.7,0,138.2
18.73131437,17.51454656,18.08363531,19.00305123,21.363317,172.7,165.1,164.5,159.7,148.5,0,151.7
19.84113154,18.73131437,17.51454656,18.08363531,19.00305123,163.9,172.7,165.1,164.5,159.7,0,148.5
20.88167067,19.84113154,18.73131437,17.51454656,18.08363531,164.8,163.9,172.7,165.1,164.5,0,159.7
21.47473063,20.88167067,19.84113154,18.73131437,17.51454656,160.1,164.8,163.9,172.7,165.1,1,164.5
21.6356489,21.47473063,20.88167067,19.84113154,18.73131437,165.1,160.1,164.8,163.9,172.7,1,165.1
21.68217092,21.6356489,21.47473063,20.88167067,19.84113154,157.9,165.1,160.1,164.8,163.9,0,172.7
22.24553816,21.68217092,21.6356489,21.47473063,20.88167067,173.1,157.9,165.1,160.1,164.8,0,163.9
21.19244956,22.24553816,21.68217092,21.6356489,21.47473063,167.6,173.1,157.9,165.1,160.1,0,164.8
21.06651509,21.19244956,22.24553816,21.68217092,21.6356489,165.6,167.6,173.1,157.9,165.1,1,160.1
20.67796388,21.06651509,21.19244956,22.24553816,21.68217092,139.5,165.6,167.6,173.1,157.9,1,165.1
20.13141689,20.67796388,21.06651509,21.19244956,22.24553816,146.2,139.5,165.6,167.6,173.1,1,157.9
20.16701982,20.13141689,20.67796388,21.06651509,21.19244956,155.4,146.2,139.5,165.6,167.6,1,173.1
20.19874729,20.16701982,20.13141689,20.67796388,21.06651509,162.1,155.4,146.2,139.5,165.6,0,167.6
18.35354384,20.19874729,20.16701982,20.13141689,20.67796388,182.1,162.1,155.4,146.2,139.5,0,165.6
18.5262434,18.35354384,20.19874729,20.16701982,20.13141689,182.2,182.1,162.1,155.4,146.2,0,139.5
15.78981605,18.5262434,18.35354384,20.19874729,20.16701982,203.3,182.2,182.1,162.1,155.4,0,146.2
15.7652896,15.78981605,18.5262434,18.35354384,20.19874729,226.1,203.3,182.2,182.1,162.1,0,155.4
16.38024095,15.7652896,15.78981605,18.5262434,18.35354384,232.1,226.1,203.3,182.2,182.1,1,162.1
16.4452164,16.38024095,15.7652896,15.78981605,18.5262434,235.5,232.1,226.1,203.3,182.2,1,182.1
15.53102196,16.4452164,16.38024095,15.7652896,15.78981605,234.5,235.5,232.1,226.1,203.3,0,182.2
15.73755151,15.53102196,16.4452164,16.38024095,15.7652896,239.1,234.5,235.5,232.1,226.1,0,203.3
15.36204399,15.73755151,15.53102196,16.4452164,16.38024095,251.9,239.1,234.5,235.5,232.1,0,226.1
13.85003615,15.36204399,15.73755151,15.53102196,16.4452164,277.6,251.9,239.1,234.5,235.5,0,232.1
14.49212484,13.85003615,15.36204399,15.73755151,15.53102196,302.1,277.6,251.9,239.1,234.5,0,235.5
16.70295141,14.49212484,13.85003615,15.36204399,15.73755151,292.1,302.1,277.6,251.9,239.1,1,234.5
17.15711466,16.70295141,14.49212484,13.85003615,15.36204399,270.4,292.1,302.1,277.6,251.9,1,239.1
18.00918453,17.15711466,16.70295141,14.49212484,13.85003615,261.3,270.4,292.1,302.1,277.6,0,251.9
18.06288807,18.00918453,17.15711466,16.70295141,14.49212484,259.4,261.3,270.4,292.1,302.1,0,277.6
18.06222598,18.06288807,18.00918453,17.15711466,16.70295141,238.8,259.4,261.3,270.4,292.1,0,302.1
19.24972663,18.06222598,18.06288807,18.00918453,17.15711466,244.1,238.8,259.4,261.3,270.4,0,292.1
16.88033769,19.24972663,18.06222598,18.06288807,18.00918453,246.1,244.1,238.8,259.4,261.3,0,270.4
12.63749956,16.88033769,19.24972663,18.06222598,18.06288807,279.6,246.1,244.1,238.8,259.4,1,261.3
12.05829895,12.63749956,16.88033769,19.24972663,18.06222598,288.8,279.6,246.1,244.1,238.8,1,259.4
14.15643768,12.05829895,12.63749956,16.88033769,19.24972663,286.5,288.8,279.6,246.1,244.1,0,238.8
13.79279499,14.15643768,12.05829895,12.63749956,16.88033769,298,286.5,288.8,279.6,246.1,0,244.1
12.90157198,13.79279499,14.15643768,12.05829895,12.63749956,303.6,298,286.5,288.8,279.6,0,246.1
12.48112702,12.90157198,13.79279499,14.15643768,12.05829895,314.3,303.6,298,286.5,288.8,0,279.6
12.72823451,12.48112702,12.90157198,13.79279499,14.15643768,317.5,314.3,303.6,298,286.5,0,288.8
13.44965611,12.72823451,12.48112702,12.90157198,13.79279499,319,317.5,314.3,303.6,298,1,286.5
8.44112345,13.44965611,12.72823451,12.48112702,12.90157198,307.1,319,317.5,314.3,303.6,1,298
15.15852431,8.44112345,13.44965611,12.72823451,12.48112702,302.8,307.1,319,317.5,314.3,0,303.6
14.47022513,15.15852431,8.44112345,13.44965611,12.72823451,305.3,302.8,307.1,319,317.5,0,314.3
15.45024667,14.47022513,15.15852431,8.44112345,13.44965611,287.1,305.3,302.8,307.1,319,0,317.5
14.95631348,15.45024667,14.47022513,15.15852431,8.44112345,293.1,287.1,305.3,302.8,307.1,0,319
14.75855044,14.95631348,15.45024667,14.47022513,15.15852431,303,293.1,287.1,305.3,302.8,0,307.1
15.53325639,14.75855044,14.95631348,15.45024667,14.47022513,302.7,303,293.1,287.1,305.3,1,302.8
14.62922509,15.53325639,14.75855044,14.95631348,15.45024667,296.6,302.7,303,293.1,287.1,1,305.3
10.42811227,14.62922509,15.53325639,14.75855044,14.95631348,327.5,296.6,302.7,303,293.1,0,287.1
6.98639146,10.42811227,14.62922509,15.53325639,14.75855044,350.6,327.5,296.6,302.7,303,1,293.1
4.850740785,6.98639146,10.42811227,14.62922509,15.53325639,416.6,350.6,327.5,296.6,302.7,0,303
2.734070395,4.850740785,6.98639146,10.42811227,14.62922509,475,416.6,350.6,327.5,296.6,0,302.7
1.160384392,2.734070395,4.850740785,6.98639146,10.42811227,503.8,475,416.6,350.6,327.5,0,296.6
-1.196096516,1.160384392,2.734070395,4.850740785,6.98639146,535.5,503.8,475,416.6,350.6,1,327.5
-0.188493737,-1.196096516,1.160384392,2.734070395,4.850740785,517.8,535.5,503.8,475,416.6,1,350.6
2.2492236,-0.188493737,-1.196096516,1.160384392,2.734070395,526.6,517.8,535.5,503.8,475,0,416.6
5.93311473,2.2492236,-0.188493737,-1.196096516,1.160384392,501,526.6,517.8,535.5,503.8,0,475
7.489395167,5.93311473,2.2492236,-0.188493737,-1.196096516,475,501,526.6,517.8,535.5,1,503.8
8.926995278,7.489395167,5.93311473,2.2492236,-0.188493737,445.2,475,501,526.6,517.8,0,535.5
8.837471082,8.926995278,7.489395167,5.93311473,2.2492236,428.2,445.2,475,501,526.6,1,517.8
9.421360593,8.837471082,8.926995278,7.489395167,5.93311473,411.7,428.2,445.2,475,501,1,526.6
11.85249562,9.421360593,8.837471082,8.926995278,7.489395167,405.9,411.7,428.2,445.2,475,1,501
13.34320529,11.85249562,9.421360593,8.837471082,8.926995278,389.8,405.9,411.7,428.2,445.2,0,475
11.32020713,13.34320529,11.85249562,9.421360593,8.837471082,373.2,389.8,405.9,411.7,428.2,0,445.2
11.10477429,11.32020713,13.34320529,11.85249562,9.421360593,401.3,373.2,389.8,405.9,411.7,0,428.2
9.487457525,11.10477429,11.32020713,13.34320529,11.85249562,402.8,401.3,373.2,389.8,405.9,0,411.7
6.871337127,9.487457525,11.10477429,11.32020713,13.34320529,421.1,402.8,401.3,373.2,389.8,0,405.9
6.663481238,6.871337127,9.487457525,11.10477429,11.32020713,432.5,421.1,402.8,401.3,373.2,1,389.8
3.205699319,6.663481238,6.871337127,9.487457525,11.10477429,452.7,432.5,421.1,402.8,401.3,1,373.2
4.358200818,3.205699319,6.663481238,6.871337127,9.487457525,468.7,452.7,432.5,421.1,402.8,0,401.3
5.95976035,4.358200818,3.205699319,6.663481238,6.871337127,469.6,468.7,452.7,432.5,421.1,0,402.8
6.835488653,5.95976035,4.358200818,3.205699319,6.663481238,463.2,469.6,468.7,452.7,432.5,0,421.1
7.651133512,6.835488653,5.95976035,4.358200818,3.205699319,458,463.2,469.6,468.7,452.7,0,432.5
9.105947467,7.651133512,6.835488653,5.95976035,4.358200818,458.1,458,463.2,469.6,468.7,0,452.7
7.128698176,9.105947467,7.651133512,6.835488653,5.95976035,473.6,458.1,458,463.2,469.6,1,468.7
5.211669801,7.128698176,9.105947467,7.651133512,6.835488653,450.6,473.6,458.1,458,463.2,1,469.6
5.324806213,5.211669801,7.128698176,9.105947467,7.651133512,453,450.6,473.6,458.1,458,1,463.2
3.096143566,5.324806213,5.211669801,7.128698176,9.105947467,490,453,450.6,473.6,458.1,0,458
2.705127931,3.096143566,5.324806213,5.211669801,7.128698176,502.6,490,453,450.6,473.6,0,458.1
3.475060509,2.705127931,3.096143566,5.324806213,5.211669801,508.2,502.6,490,453,450.6,0,473.6
3.82652509,3.475060509,2.705127931,3.096143566,5.324806213,497,508.2,502.6,490,453,0,450.6
4.099610428,3.82652509,3.475060509,2.705127931,3.096143566,502.6,497,508.2,502.6,490,1,453
4.921867014,4.099610428,3.82652509,3.475060509,2.705127931,482.2,502.6,497,508.2,502.6,1,490
4.168650053,4.921867014,4.099610428,3.82652509,3.475060509,503,482.2,502.6,497,508.2,0,502.6
6.712460253,4.168650053,4.921867014,4.099610428,3.82652509,497.2,503,482.2,502.6,497,0,508.2
7.869864228,6.712460253,4.168650053,4.921867014,4.099610428,480.5,497.2,503,482.2,502.6,0,497
6.491341029,7.869864228,6.712460253,4.168650053,4.921867014,477.1,480.5,497.2,503,482.2,0,502.6
7.978197863,6.491341029,7.869864228,6.712460253,4.168650053,475.2,477.1,480.5,497.2,503,0,482.2
6.765807093,7.978197863,6.491341029,7.869864228,6.712460253,459.5,475.2,477.1,480.5,497.2,1,503
8.617646506,6.765807093,7.978197863,6.491341029,7.869864228,451.1,459.5,475.2,477.1,480.5,1,497.2
9.48307702,8.617646506,6.765807093,7.978197863,6.491341029,438,451.1,459.5,475.2,477.1,0,480.5
9.511244044,9.48307702,8.617646506,6.765807093,7.978197863,425.4,438,451.1,459.5,475.2,0,477.1
8.650137051,9.511244044,9.48307702,8.617646506,6.765807093,433.6,425.4,438,451.1,459.5,0,475.2
6.752304733,8.650137051,9.511244044,9.48307702,8.617646506,431.2,433.6,425.4,438,451.1,0,459.5
5.414587656,6.752304733,8.650137051,9.511244044,9.48307702,449.7,431.2,433.6,425.4,438,0,451.1
4.713006409,5.414587656,6.752304733,8.650137051,9.511244044,458.1,449.7,431.2,433.6,425.4,1,438
4.659112345,4.713006409,5.414587656,6.752304733,8.650137051,452.2,458.1,449.7,431.2,433.6,1,425.4
4.820513755,4.659112345,4.713006409,5.414587656,6.752304733,462.3,452.2,458.1,449.7,431.2,0,433.6
5.930926774,4.820513755,4.659112345,4.713006409,5.414587656,470.7,462.3,452.2,458.1,449.7,0,431.2
7.027489486,5.930926774,4.820513755,4.659112345,4.713006409,467.4,470.7,462.3,452.2,458.1,0,449.7
8.231082157,7.027489486,5.930926774,4.820513755,4.659112345,443.7,467.4,470.7,462.3,452.2,0,458.1
7.648288423,8.231082157,7.027489486,5.930926774,4.820513755,454.4,443.7,467.4,470.7,462.3,0,452.2
5.807767573,7.648288423,8.231082157,7.027489486,5.930926774,445,454.4,443.7,467.4,470.7,1,462.3
4.306299657,5.807767573,7.648288423,8.231082157,7.027489486,449.6,445,454.4,443.7,467.4,1,470.7
3.639842089,4.306299657,5.807767573,7.648288423,8.231082157,479.9,449.6,445,454.4,443.7,0,467.4
3.037629857,3.639842089,4.306299657,5.807767573,7.648288423,499.3,479.9,449.6,445,454.4,0,443.7
5.648150938,3.037629857,3.639842089,4.306299657,5.807767573,494.1,499.3,479.9,449.6,445,0,454.4
5.331862084,5.648150938,3.037629857,3.639842089,4.306299657,483.1,494.1,499.3,479.9,449.6,0,445
5.330109632,5.331862084,5.648150938,3.037629857,3.639842089,493.3,483.1,494.1,499.3,479.9,0,449.6
5.634845214,5.330109632,5.331862084,5.648150938,3.037629857,481.9,493.3,483.1,494.1,499.3,1,479.9
6.067912859,5.634845214,5.330109632,5.331862084,5.648150938,465.5,481.9,493.3,483.1,494.1,1,499.3
5.731382821,6.067912859,5.634845214,5.330109632,5.331862084,480,465.5,481.9,493.3,483.1,0,494.1
5.474244029,5.731382821,6.067912859,5.634845214,5.330109632,477.2,480,465.5,481.9,493.3,0,483.1
3.752105966,5.474244029,5.731382821,6.067912859,5.634845214,488.1,477.2,480,465.5,481.9,0,493.3
2.787543366,3.752105966,5.474244029,5.731382821,6.067912859,492.8,488.1,477.2,480,465.5,0,481.9
3.573293398,2.787543366,3.752105966,5.474244029,5.731382821,498.2,492.8,488.1,477.2,480,0,465.5
